dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 4096
codebook_dim: 16
project_dim: 8
pq: 1
L: 4
chunks: 2
alpha: 1.0
beta: 1.0
gamma: 0.5
disc_weight: 0.4
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: fsq
use_multiscale: False
transplant_epochs: 2
refinement_epochs: 5
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 1e-05
stage: refinement
checkpoint_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/checkpoint/Refinement/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/results/Refinement/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/saver/Refinement/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/reconstruction/Refinement/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/yaml/Refinement/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/VQ-Transplant/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: checkpoint-fsq_transplant_ImageNet_model_8_2_4_loss_1.0_0.4.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/checkpoint/
data_pre: ImageNet
model_pre: model_8_2_4
loss_pre: loss_1.0_0.4
training_pre: fsq_refinement
saver_name_pre: fsq_refinement_ImageNet_model_8_2_4_loss_1.0_0.4
| distributed init (rank 0): env://
| distributed init (rank 1): env://
VQ Model Parameters: 108761795
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/VQ-Transplant/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/5] Iters:[10/20018] gen_loss 1.3524, rec_loss 0.0284, lpips_loss 0.2275, g_loss 0.2033, disc_weight 0.4000, disc_adaptive_weight 4.8135, d_loss 2.4849, logits_real -0.1200, logits_fake -0.1994,
Train Epoch: [4/5] Iters:[4650/20018] gen_loss 0.2738, rec_loss 0.0340, lpips_loss 0.2138, g_loss 0.0055, disc_weight 0.4000, disc_adaptive_weight 4.6617, d_loss 0.4001, logits_real -0.0052, logits_fake -0.0055,
Train Epoch: [4/5] Iters:[4660/20018] gen_loss 0.2731, rec_loss 0.0344, lpips_loss 0.2136, g_loss 0.0052, disc_weight 0.4000, disc_adaptive_weight 4.7550, d_loss 0.4001, logits_real -0.0050, logits_fake -0.0053,
Train Epoch: [4/5] Iters:[4670/20018] gen_loss 0.2695, rec_loss 0.0344, lpips_loss 0.2126, g_loss 0.0048, disc_weight 0.4000, disc_adaptive_weight 4.6274, d_loss 0.4002, logits_real -0.0050, logits_fake -0.0049,
Train Epoch: [4/5] Iters:[4680/20018] gen_loss 0.2688, rec_loss 0.0347, lpips_loss 0.2130, g_loss 0.0044, disc_weight 0.4000, disc_adaptive_weight 4.7570, d_loss 0.4002, logits_real -0.0046, logits_fake -0.0045,
Train Epoch: [4/5] Iters:[4690/20018] gen_loss 0.2664, rec_loss 0.0347, lpips_loss 0.2122, g_loss 0.0041, disc_weight 0.4000, disc_adaptive_weight 4.7818, d_loss 0.4002, logits_real -0.0040, logits_fake -0.0042,
Train Epoch: [4/5] Iters:[4700/20018] gen_loss 0.2657, rec_loss 0.0347, lpips_loss 0.2111, g_loss 0.0041, disc_weight 0.4000, disc_adaptive_weight 4.9254, d_loss 0.4001, logits_real -0.0039, logits_fake -0.0043,
Train Epoch: [4/5] Iters:[4710/20018] gen_loss 0.2667, rec_loss 0.0349, lpips_loss 0.2112, g_loss 0.0040, disc_weight 0.4000, disc_adaptive_weight 5.1441, d_loss 0.4001, logits_real -0.0040, logits_fake -0.0042,
Train Epoch: [4/5] Iters:[4720/20018] gen_loss 0.2686, rec_loss 0.0350, lpips_loss 0.2123, g_loss 0.0042, disc_weight 0.4000, disc_adaptive_weight 5.0918, d_loss 0.4001, logits_real -0.0040, logits_fake -0.0045,
Train Epoch: [4/5] Iters:[4730/20018] gen_loss 0.2704, rec_loss 0.0356, lpips_loss 0.2128, g_loss 0.0043, disc_weight 0.4000, disc_adaptive_weight 5.0745, d_loss 0.4001, logits_real -0.0041, logits_fake -0.0047,
Train Epoch: [4/5] Iters:[4740/20018] gen_loss 0.2724, rec_loss 0.0357, lpips_loss 0.2127, g_loss 0.0046, disc_weight 0.4000, disc_adaptive_weight 5.2174, d_loss 0.4001, logits_real -0.0046, logits_fake -0.0048,
Train Epoch: [4/5] Iters:[4750/20018] gen_loss 0.2719, rec_loss 0.0357, lpips_loss 0.2127, g_loss 0.0045, disc_weight 0.4000, disc_adaptive_weight 5.1969, d_loss 0.4002, logits_real -0.0046, logits_fake -0.0046,
Train Epoch: [4/5] Iters:[4760/20018] gen_loss 0.2704, rec_loss 0.0353, lpips_loss 0.2120, g_loss 0.0045, disc_weight 0.4000, disc_adaptive_weight 5.0999, d_loss 0.4002, logits_real -0.0044, logits_fake -0.0044,
Train Epoch: [4/5] Iters:[4770/20018] gen_loss 0.2692, rec_loss 0.0350, lpips_loss 0.2119, g_loss 0.0043, disc_weight 0.4000, disc_adaptive_weight 5.1103, d_loss 0.4002, logits_real -0.0042, logits_fake -0.0043,
Train Epoch: [4/5] Iters:[4780/20018] gen_loss 0.2681, rec_loss 0.0347, lpips_loss 0.2118, g_loss 0.0042, disc_weight 0.4000, disc_adaptive_weight 5.0856, d_loss 0.4002, logits_real -0.0041, logits_fake -0.0041,
Train Epoch: [4/5] Iters:[4790/20018] gen_loss 0.2669, rec_loss 0.0344, lpips_loss 0.2123, g_loss 0.0041, disc_weight 0.4000, disc_adaptive_weight 4.9163, d_loss 0.4001, logits_real -0.0039, logits_fake -0.0041,
Train Epoch: [4/5] Iters:[4800/20018] gen_loss 0.2675, rec_loss 0.0344, lpips_loss 0.2129, g_loss 0.0042, disc_weight 0.4000, disc_adaptive_weight 4.7608, d_loss 0.4002, logits_real -0.0041, logits_fake -0.0043,
Train Epoch: [4/5] Iters:[4810/20018] gen_loss 0.2678, rec_loss 0.0339, lpips_loss 0.2130, g_loss 0.0043, disc_weight 0.4000, disc_adaptive_weight 4.8146, d_loss 0.4001, logits_real -0.0041, logits_fake -0.0044,
Train Epoch: [4/5] Iters:[4820/20018] gen_loss 0.2682, rec_loss 0.0341, lpips_loss 0.2125, g_loss 0.0045, disc_weight 0.4000, disc_adaptive_weight 4.7772, d_loss 0.4001, logits_real -0.0043, logits_fake -0.0046,
Train Epoch: [4/5] Iters:[4830/20018] gen_loss 0.2707, rec_loss 0.0342, lpips_loss 0.2127, g_loss 0.0049, disc_weight 0.4000, disc_adaptive_weight 4.8305, d_loss 0.4001, logits_real -0.0047, logits_fake -0.0049,
Train Epoch: [4/5] Iters:[4840/20018] gen_loss 0.2718, rec_loss 0.0342, lpips_loss 0.2128, g_loss 0.0051, disc_weight 0.4000, disc_adaptive_weight 4.7922, d_loss 0.4001, logits_real -0.0048, logits_fake -0.0050,
Train Epoch: [4/5] Iters:[4850/20018] gen_loss 0.2742, rec_loss 0.0346, lpips_loss 0.2128, g_loss 0.0053, disc_weight 0.4000, disc_adaptive_weight 4.9974, d_loss 0.4001, logits_real -0.0048, logits_fake -0.0053,
Train Epoch: [4/5] Iters:[4860/20018] gen_loss 0.2745, rec_loss 0.0349, lpips_loss 0.2127, g_loss 0.0055, disc_weight 0.4000, disc_adaptive_weight 4.7901, d_loss 0.4001, logits_real -0.0051, logits_fake -0.0056,
Train Epoch: [4/5] Iters:[4870/20018] gen_loss 0.2767, rec_loss 0.0350, lpips_loss 0.2142, g_loss 0.0056, disc_weight 0.4000, disc_adaptive_weight 4.8929, d_loss 0.4001, logits_real -0.0051, logits_fake -0.0057,
Train Epoch: [4/5] Iters:[4880/20018] gen_loss 0.2752, rec_loss 0.0347, lpips_loss 0.2138, g_loss 0.0055, disc_weight 0.4000, disc_adaptive_weight 4.8160, d_loss 0.4001, logits_real -0.0049, logits_fake -0.0055,
Train Epoch: [4/5] Iters:[4890/20018] gen_loss 0.2740, rec_loss 0.0348, lpips_loss 0.2126, g_loss 0.0054, disc_weight 0.4000, disc_adaptive_weight 4.8862, d_loss 0.4001, logits_real -0.0052, logits_fake -0.0055,
Train Epoch: [4/5] Iters:[4900/20018] gen_loss 0.2724, rec_loss 0.0345, lpips_loss 0.2126, g_loss 0.0054, disc_weight 0.4000, disc_adaptive_weight 4.7601, d_loss 0.4001, logits_real -0.0051, logits_fake -0.0054,
Train Epoch: [4/5] Iters:[4910/20018] gen_loss 0.2746, rec_loss 0.0349, lpips_loss 0.2138, g_loss 0.0054, disc_weight 0.4000, disc_adaptive_weight 4.8842, d_loss 0.4001, logits_real -0.0053, logits_fake -0.0055,
Train Epoch: [4/5] Iters:[4920/20018] gen_loss 0.2739, rec_loss 0.0349, lpips_loss 0.2123, g_loss 0.0055, disc_weight 0.4000, disc_adaptive_weight 4.8343, d_loss 0.4002, logits_real -0.0055, logits_fake -0.0056,
Train Epoch: [4/5] Iters:[4930/20018] gen_loss 0.2755, rec_loss 0.0354, lpips_loss 0.2124, g_loss 0.0057, disc_weight 0.4000, disc_adaptive_weight 4.8630, d_loss 0.4001, logits_real -0.0055, logits_fake -0.0058,
Train Epoch: [4/5] Iters:[4940/20018] gen_loss 0.2775, rec_loss 0.0354, lpips_loss 0.2136, g_loss 0.0059, disc_weight 0.4000, disc_adaptive_weight 4.7875, d_loss 0.4001, logits_real -0.0054, logits_fake -0.0059,
Train Epoch: [4/5] Iters:[4950/20018] gen_loss 0.2825, rec_loss 0.0359, lpips_loss 0.2151, g_loss 0.0063, disc_weight 0.4000, disc_adaptive_weight 4.9322, d_loss 0.4001, logits_real -0.0056, logits_fake -0.0063,
Train Epoch: [4/5] Iters:[4960/20018] gen_loss 0.2844, rec_loss 0.0361, lpips_loss 0.2153, g_loss 0.0065, disc_weight 0.4000, disc_adaptive_weight 5.0060, d_loss 0.4001, logits_real -0.0056, logits_fake -0.0064,
Train Epoch: [4/5] Iters:[4970/20018] gen_loss 0.2865, rec_loss 0.0369, lpips_loss 0.2161, g_loss 0.0066, disc_weight 0.4000, disc_adaptive_weight 5.0080, d_loss 0.4001, logits_real -0.0059, logits_fake -0.0066,
Train Epoch: [4/5] Iters:[4980/20018] gen_loss 0.2892, rec_loss 0.0366, lpips_loss 0.2168, g_loss 0.0070, disc_weight 0.4000, disc_adaptive_weight 5.0433, d_loss 0.4001, logits_real -0.0067, logits_fake -0.0070,
Train Epoch: [4/5] Iters:[4990/20018] gen_loss 0.2891, rec_loss 0.0360, lpips_loss 0.2159, g_loss 0.0073, disc_weight 0.4000, disc_adaptive_weight 5.0752, d_loss 0.4002, logits_real -0.0071, logits_fake -0.0072,
Train Epoch: [4/5] Iters:[5000/20018] gen_loss 0.2859, rec_loss 0.0355, lpips_loss 0.2148, g_loss 0.0073, disc_weight 0.4000, disc_adaptive_weight 4.8621, d_loss 0.4002, logits_real -0.0072, logits_fake -0.0072,
Train Epoch: [4/5] Iters:[5010/20018] gen_loss 0.2838, rec_loss 0.0350, lpips_loss 0.2143, g_loss 0.0073, disc_weight 0.4000, disc_adaptive_weight 4.6619, d_loss 0.4002, logits_real -0.0074, logits_fake -0.0073,
Train Epoch: [4/5] Iters:[5020/20018] gen_loss 0.2831, rec_loss 0.0340, lpips_loss 0.2139, g_loss 0.0075, disc_weight 0.4000, disc_adaptive_weight 4.6503, d_loss 0.4002, logits_real -0.0075, logits_fake -0.0074,
Train Epoch: [4/5] Iters:[5030/20018] gen_loss 0.2808, rec_loss 0.0343, lpips_loss 0.2128, g_loss 0.0073, disc_weight 0.4000, disc_adaptive_weight 4.5541, d_loss 0.4001, logits_real -0.0071, logits_fake -0.0074,
Train Epoch: [4/5] Iters:[5040/20018] gen_loss 0.2813, rec_loss 0.0343, lpips_loss 0.2142, g_loss 0.0073, disc_weight 0.4000, disc_adaptive_weight 4.5239, d_loss 0.4001, logits_real -0.0070, logits_fake -0.0073,
Train Epoch: [4/5] Iters:[5050/20018] gen_loss 0.2811, rec_loss 0.0349, lpips_loss 0.2150, g_loss 0.0068, disc_weight 0.4000, disc_adaptive_weight 4.5384, d_loss 0.4002, logits_real -0.0067, logits_fake -0.0068,
Train Epoch: [4/5] Iters:[5060/20018] gen_loss 0.2789, rec_loss 0.0350, lpips_loss 0.2146, g_loss 0.0064, disc_weight 0.4000, disc_adaptive_weight 4.5975, d_loss 0.4001, logits_real -0.0061, logits_fake -0.0065,
Train Epoch: [4/5] Iters:[5070/20018] gen_loss 0.2754, rec_loss 0.0351, lpips_loss 0.2139, g_loss 0.0059, disc_weight 0.4000, disc_adaptive_weight 4.4696, d_loss 0.4001, logits_real -0.0054, logits_fake -0.0059,
Train Epoch: [4/5] Iters:[5080/20018] gen_loss 0.2744, rec_loss 0.0343, lpips_loss 0.2139, g_loss 0.0057, disc_weight 0.4000, disc_adaptive_weight 4.5692, d_loss 0.4001, logits_real -0.0051, logits_fake -0.0054,
Train Epoch: [4/5] Iters:[5090/20018] gen_loss 0.2756, rec_loss 0.0347, lpips_loss 0.2133, g_loss 0.0056, disc_weight 0.4000, disc_adaptive_weight 4.8387, d_loss 0.4001, logits_real -0.0049, logits_fake -0.0052,
Train Epoch: [4/5] Iters:[5100/20018] gen_loss 0.2765, rec_loss 0.0341, lpips_loss 0.2133, g_loss 0.0058, disc_weight 0.4000, disc_adaptive_weight 4.9544, d_loss 0.4001, logits_real -0.0050, logits_fake -0.0055,
Train Epoch: [4/5] Iters:[5110/20018] gen_loss 0.2790, rec_loss 0.0340, lpips_loss 0.2134, g_loss 0.0061, disc_weight 0.4000, disc_adaptive_weight 5.2001, d_loss 0.4001, logits_real -0.0051, logits_fake -0.0056,
Train Epoch: [4/5] Iters:[5120/20018] gen_loss 0.2822, rec_loss 0.0343, lpips_loss 0.2145, g_loss 0.0061, disc_weight 0.4000, disc_adaptive_weight 5.5239, d_loss 0.4001, logits_real -0.0055, logits_fake -0.0058,
Train Epoch: [4/5] Iters:[5130/20018] gen_loss 0.2809, rec_loss 0.0347, lpips_loss 0.2142, g_loss 0.0059, disc_weight 0.4000, disc_adaptive_weight 5.4379, d_loss 0.4001, logits_real -0.0056, logits_fake -0.0060,
Train Epoch: [4/5] Iters:[5140/20018] gen_loss 0.2779, rec_loss 0.0348, lpips_loss 0.2143, g_loss 0.0056, disc_weight 0.4000, disc_adaptive_weight 5.1417, d_loss 0.4001, logits_real -0.0055, logits_fake -0.0060,
Train Epoch: [4/5] Iters:[5150/20018] gen_loss 0.2749, rec_loss 0.0345, lpips_loss 0.2128, g_loss 0.0055, disc_weight 0.4000, disc_adaptive_weight 4.9622, d_loss 0.4001, logits_real -0.0055, logits_fake -0.0059,
Train Epoch: [4/5] Iters:[5160/20018] gen_loss 0.2731, rec_loss 0.0349, lpips_loss 0.2120, g_loss 0.0055, disc_weight 0.4000, disc_adaptive_weight 4.7330, d_loss 0.4001, logits_real -0.0057, logits_fake -0.0060,
Train Epoch: [4/5] Iters:[5170/20018] gen_loss 0.2734, rec_loss 0.0351, lpips_loss 0.2127, g_loss 0.0056, disc_weight 0.4000, disc_adaptive_weight 4.5467, d_loss 0.4002, logits_real -0.0057, logits_fake -0.0058,
Train Epoch: [4/5] Iters:[5180/20018] gen_loss 0.2752, rec_loss 0.0352, lpips_loss 0.2129, g_loss 0.0057, disc_weight 0.4000, disc_adaptive_weight 4.7406, d_loss 0.4002, logits_real -0.0057, logits_fake -0.0057,
Train Epoch: [4/5] Iters:[5190/20018] gen_loss 0.2758, rec_loss 0.0351, lpips_loss 0.2129, g_loss 0.0057, disc_weight 0.4000, disc_adaptive_weight 4.8835, d_loss 0.4002, logits_real -0.0056, logits_fake -0.0055,
Train Epoch: [4/5] Iters:[5200/20018] gen_loss 0.2771, rec_loss 0.0351, lpips_loss 0.2141, g_loss 0.0057, disc_weight 0.4000, disc_adaptive_weight 4.9084, d_loss 0.4002, logits_real -0.0055, logits_fake -0.0056,
Train Epoch: [4/5] Iters:[5210/20018] gen_loss 0.2761, rec_loss 0.0346, lpips_loss 0.2150, g_loss 0.0056, disc_weight 0.4000, disc_adaptive_weight 4.7854, d_loss 0.4001, logits_real -0.0053, logits_fake -0.0056,
Train Epoch: [4/5] Iters:[5220/20018] gen_loss 0.2732, rec_loss 0.0336, lpips_loss 0.2137, g_loss 0.0055, disc_weight 0.4000, disc_adaptive_weight 4.7231, d_loss 0.4001, logits_real -0.0053, logits_fake -0.0058,
Train Epoch: [4/5] Iters:[5230/20018] gen_loss 0.2733, rec_loss 0.0338, lpips_loss 0.2150, g_loss 0.0053, disc_weight 0.4000, disc_adaptive_weight 4.7375, d_loss 0.4001, logits_real -0.0051, logits_fake -0.0056,
Train Epoch: [4/5] Iters:[5240/20018] gen_loss 0.2737, rec_loss 0.0340, lpips_loss 0.2151, g_loss 0.0051, disc_weight 0.4000, disc_adaptive_weight 4.8682, d_loss 0.4001, logits_real -0.0051, logits_fake -0.0055,
Train Epoch: [4/5] Iters:[5250/20018] gen_loss 0.2735, rec_loss 0.0343, lpips_loss 0.2142, g_loss 0.0051, disc_weight 0.4000, disc_adaptive_weight 4.9280, d_loss 0.4001, logits_real -0.0051, logits_fake -0.0055,
Train Epoch: [4/5] Iters:[5260/20018] gen_loss 0.2742, rec_loss 0.0342, lpips_loss 0.2134, g_loss 0.0054, disc_weight 0.4000, disc_adaptive_weight 4.9767, d_loss 0.4001, logits_real -0.0054, logits_fake -0.0058,
Train Epoch: [4/5] Iters:[5270/20018] gen_loss 0.2769, rec_loss 0.0344, lpips_loss 0.2139, g_loss 0.0059, disc_weight 0.4000, disc_adaptive_weight 4.9551, d_loss 0.4001, logits_real -0.0055, logits_fake -0.0060,
Train Epoch: [4/5] Iters:[5280/20018] gen_loss 0.2789, rec_loss 0.0340, lpips_loss 0.2125, g_loss 0.0066, disc_weight 0.4000, disc_adaptive_weight 4.8979, d_loss 0.4001, logits_real -0.0062, logits_fake -0.0066,
Train Epoch: [4/5] Iters:[5290/20018] gen_loss 0.2800, rec_loss 0.0337, lpips_loss 0.2119, g_loss 0.0072, disc_weight 0.4000, disc_adaptive_weight 4.7437, d_loss 0.4001, logits_real -0.0067, logits_fake -0.0072,
Train Epoch: [4/5] Iters:[5300/20018] gen_loss 0.2821, rec_loss 0.0341, lpips_loss 0.2120, g_loss 0.0073, disc_weight 0.4000, disc_adaptive_weight 4.8918, d_loss 0.4001, logits_real -0.0069, logits_fake -0.0072,
Train Epoch: [4/5] Iters:[5310/20018] gen_loss 0.2847, rec_loss 0.0350, lpips_loss 0.2136, g_loss 0.0071, disc_weight 0.4000, disc_adaptive_weight 5.0198, d_loss 0.4002, logits_real -0.0069, logits_fake -0.0069,
Train Epoch: [4/5] Iters:[5320/20018] gen_loss 0.2835, rec_loss 0.0355, lpips_loss 0.2135, g_loss 0.0067, disc_weight 0.4000, disc_adaptive_weight 5.0501, d_loss 0.4002, logits_real -0.0068, logits_fake -0.0067,
Train Epoch: [4/5] Iters:[5330/20018] gen_loss 0.2807, rec_loss 0.0357, lpips_loss 0.2136, g_loss 0.0064, disc_weight 0.4000, disc_adaptive_weight 4.8519, d_loss 0.4001, logits_real -0.0063, logits_fake -0.0065,
Train Epoch: [4/5] Iters:[5340/20018] gen_loss 0.2812, rec_loss 0.0359, lpips_loss 0.2143, g_loss 0.0062, disc_weight 0.4000, disc_adaptive_weight 4.8941, d_loss 0.4001, logits_real -0.0062, logits_fake -0.0064,
Train Epoch: [4/5] Iters:[5350/20018] gen_loss 0.2790, rec_loss 0.0351, lpips_loss 0.2134, g_loss 0.0063, disc_weight 0.4000, disc_adaptive_weight 4.8029, d_loss 0.4001, logits_real -0.0062, logits_fake -0.0066,
Train Epoch: [4/5] Iters:[5360/20018] gen_loss 0.2778, rec_loss 0.0343, lpips_loss 0.2117, g_loss 0.0066, disc_weight 0.4000, disc_adaptive_weight 4.7876, d_loss 0.4001, logits_real -0.0063, logits_fake -0.0068,
Train Epoch: [4/5] Iters:[5370/20018] gen_loss 0.2793, rec_loss 0.0343, lpips_loss 0.2124, g_loss 0.0067, disc_weight 0.4000, disc_adaptive_weight 4.8810, d_loss 0.4000, logits_real -0.0062, logits_fake -0.0068,
Train Epoch: [4/5] Iters:[5380/20018] gen_loss 0.2802, rec_loss 0.0344, lpips_loss 0.2133, g_loss 0.0066, disc_weight 0.4000, disc_adaptive_weight 4.9026, d_loss 0.4001, logits_real -0.0061, logits_fake -0.0068,
Train Epoch: [4/5] Iters:[5390/20018] gen_loss 0.2800, rec_loss 0.0350, lpips_loss 0.2136, g_loss 0.0065, disc_weight 0.4000, disc_adaptive_weight 4.8169, d_loss 0.4001, logits_real -0.0060, logits_fake -0.0065,
Train Epoch: [4/5] Iters:[5400/20018] gen_loss 0.2811, rec_loss 0.0356, lpips_loss 0.2148, g_loss 0.0064, disc_weight 0.4000, disc_adaptive_weight 4.7856, d_loss 0.4001, logits_real -0.0058, logits_fake -0.0064,
Train Epoch: [4/5] Iters:[5410/20018] gen_loss 0.2831, rec_loss 0.0359, lpips_loss 0.2164, g_loss 0.0063, disc_weight 0.4000, disc_adaptive_weight 4.8642, d_loss 0.4001, logits_real -0.0059, logits_fake -0.0064,
Train Epoch: [4/5] Iters:[5420/20018] gen_loss 0.2858, rec_loss 0.0358, lpips_loss 0.2165, g_loss 0.0065, disc_weight 0.4000, disc_adaptive_weight 5.0328, d_loss 0.4001, logits_real -0.0063, logits_fake -0.0065,
Train Epoch: [4/5] Iters:[5430/20018] gen_loss 0.2873, rec_loss 0.0354, lpips_loss 0.2156, g_loss 0.0067, disc_weight 0.4000, disc_adaptive_weight 5.3065, d_loss 0.4002, logits_real -0.0067, logits_fake -0.0066,
Train Epoch: [4/5] Iters:[5440/20018] gen_loss 0.2866, rec_loss 0.0357, lpips_loss 0.2152, g_loss 0.0066, disc_weight 0.4000, disc_adaptive_weight 5.3070, d_loss 0.4002, logits_real -0.0066, logits_fake -0.0066,
Train Epoch: [4/5] Iters:[5450/20018] gen_loss 0.2860, rec_loss 0.0355, lpips_loss 0.2140, g_loss 0.0068, disc_weight 0.4000, disc_adaptive_weight 5.2629, d_loss 0.4002, logits_real -0.0067, logits_fake -0.0066,
Train Epoch: [4/5] Iters:[5460/20018] gen_loss 0.2828, rec_loss 0.0348, lpips_loss 0.2127, g_loss 0.0068, disc_weight 0.4000, disc_adaptive_weight 5.1045, d_loss 0.4002, logits_real -0.0067, logits_fake -0.0067,
Train Epoch: [4/5] Iters:[5470/20018] gen_loss 0.2794, rec_loss 0.0344, lpips_loss 0.2113, g_loss 0.0068, disc_weight 0.4000, disc_adaptive_weight 4.9056, d_loss 0.4001, logits_real -0.0065, logits_fake -0.0068,
Train Epoch: [4/5] Iters:[5480/20018] gen_loss 0.2800, rec_loss 0.0342, lpips_loss 0.2119, g_loss 0.0068, disc_weight 0.4000, disc_adaptive_weight 4.9392, d_loss 0.4001, logits_real -0.0063, logits_fake -0.0068,
Train Epoch: [4/5] Iters:[5490/20018] gen_loss 0.2796, rec_loss 0.0339, lpips_loss 0.2124, g_loss 0.0066, disc_weight 0.4000, disc_adaptive_weight 4.9566, d_loss 0.4002, logits_real -0.0065, logits_fake -0.0066,
Train Epoch: [4/5] Iters:[5500/20018] gen_loss 0.2801, rec_loss 0.0345, lpips_loss 0.2140, g_loss 0.0062, disc_weight 0.4000, disc_adaptive_weight 4.9636, d_loss 0.4002, logits_real -0.0061, logits_fake -0.0062,
Train Epoch: [4/5] Iters:[5510/20018] gen_loss 0.2787, rec_loss 0.0348, lpips_loss 0.2141, g_loss 0.0059, disc_weight 0.4000, disc_adaptive_weight 4.9437, d_loss 0.4002, logits_real -0.0058, logits_fake -0.0057,
Train Epoch: [4/5] Iters:[5520/20018] gen_loss 0.2777, rec_loss 0.0352, lpips_loss 0.2144, g_loss 0.0056, disc_weight 0.4000, disc_adaptive_weight 4.9187, d_loss 0.4002, logits_real -0.0055, logits_fake -0.0053,
Train Epoch: [4/5] Iters:[5530/20018] gen_loss 0.2732, rec_loss 0.0350, lpips_loss 0.2127, g_loss 0.0054, disc_weight 0.4000, disc_adaptive_weight 4.7156, d_loss 0.4002, logits_real -0.0053, logits_fake -0.0051,
Train Epoch: [4/5] Iters:[5540/20018] gen_loss 0.2697, rec_loss 0.0337, lpips_loss 0.2113, g_loss 0.0054, disc_weight 0.4000, disc_adaptive_weight 4.5980, d_loss 0.4002, logits_real -0.0051, logits_fake -0.0052,
Train Epoch: [4/5] Iters:[5550/20018] gen_loss 0.2696, rec_loss 0.0332, lpips_loss 0.2108, g_loss 0.0054, disc_weight 0.4000, disc_adaptive_weight 4.7413, d_loss 0.4001, logits_real -0.0051, logits_fake -0.0053,
Train Epoch: [4/5] Iters:[5560/20018] gen_loss 0.2705, rec_loss 0.0333, lpips_loss 0.2109, g_loss 0.0056, disc_weight 0.4000, disc_adaptive_weight 4.7284, d_loss 0.4001, logits_real -0.0051, logits_fake -0.0055,
Train Epoch: [4/5] Iters:[5570/20018] gen_loss 0.2717, rec_loss 0.0334, lpips_loss 0.2120, g_loss 0.0057, disc_weight 0.4000, disc_adaptive_weight 4.6208, d_loss 0.4001, logits_real -0.0052, logits_fake -0.0058,
Train Epoch: [4/5] Iters:[5580/20018] gen_loss 0.2750, rec_loss 0.0345, lpips_loss 0.2136, g_loss 0.0059, disc_weight 0.4000, disc_adaptive_weight 4.5778, d_loss 0.4000, logits_real -0.0053, logits_fake -0.0060,
Train Epoch: [4/5] Iters:[5590/20018] gen_loss 0.2782, rec_loss 0.0352, lpips_loss 0.2143, g_loss 0.0063, disc_weight 0.4000, disc_adaptive_weight 4.6298, d_loss 0.4000, logits_real -0.0055, logits_fake -0.0062,
Train Epoch: [4/5] Iters:[5600/20018] gen_loss 0.2771, rec_loss 0.0346, lpips_loss 0.2131, g_loss 0.0067, disc_weight 0.4000, disc_adaptive_weight 4.4231, d_loss 0.4000, logits_real -0.0059, logits_fake -0.0067,
Train Epoch: [4/5] Iters:[5610/20018] gen_loss 0.2788, rec_loss 0.0346, lpips_loss 0.2132, g_loss 0.0069, disc_weight 0.4000, disc_adaptive_weight 4.5068, d_loss 0.4001, logits_real -0.0064, logits_fake -0.0070,
Train Epoch: [4/5] Iters:[5620/20018] gen_loss 0.2793, rec_loss 0.0345, lpips_loss 0.2128, g_loss 0.0068, disc_weight 0.4000, disc_adaptive_weight 4.6861, d_loss 0.4000, logits_real -0.0063, logits_fake -0.0070,
Train Epoch: [4/5] Iters:[5630/20018] gen_loss 0.2803, rec_loss 0.0347, lpips_loss 0.2132, g_loss 0.0069, disc_weight 0.4000, disc_adaptive_weight 4.7342, d_loss 0.4000, logits_real -0.0063, logits_fake -0.0070,
Train Epoch: [4/5] Iters:[5640/20018] gen_loss 0.2815, rec_loss 0.0349, lpips_loss 0.2136, g_loss 0.0070, disc_weight 0.4000, disc_adaptive_weight 4.7180, d_loss 0.4001, logits_real -0.0064, logits_fake -0.0070,
Train Epoch: [4/5] Iters:[5650/20018] gen_loss 0.2842, rec_loss 0.0362, lpips_loss 0.2148, g_loss 0.0068, disc_weight 0.4000, disc_adaptive_weight 4.8478, d_loss 0.4000, logits_real -0.0064, logits_fake -0.0071,
