dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 256
codebook_dim: 8
project_dim: 16
pq: 1
L: 4
chunks: 4
alpha: 1.0
beta: 0.2
gamma: 1.0
disc_weight: 0.4
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: mmd_vq
use_multiscale: False
transplant_epochs: 2
refinement_epochs: 5
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 1e-05
stage: refinement
checkpoint_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/checkpoint/Refinement/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/results/Refinement/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/saver/Refinement/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/reconstruction/Refinement/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/yaml/Refinement/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/VQ-Transplant/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: checkpoint-mmd_vq_transplant_False_ImageNet_model_256_8_4_1_loss_1.0_0.2_1.0_0.4.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant/checkpoint/
data_pre: ImageNet
model_pre: model_256_8_4_1
loss_pre: loss_1.0_0.2_1.0_0.4
training_pre: mmd_vq_refinement_False
saver_name_pre: mmd_vq_refinement_False_ImageNet_model_256_8_4_1_loss_1.0_0.2_1.0_0.4
| distributed init (rank 0): env://
| distributed init (rank 1): env://
VQ Model Parameters: 108761795
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/VQ-Transplant/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/5] Iters:[10/20018] gen_loss 0.1838, rec_loss 0.0210, lpips_loss 0.1773, g_loss -0.0068, disc_weight 0.4000, disc_adaptive_weight 3.7221, d_loss 2.3982, logits_real 0.0509, logits_fake 0.0029,
Train Epoch: [2/5] Iters:[16800/20018] gen_loss 0.2106, rec_loss 0.0261, lpips_loss 0.1737, g_loss 0.0021, disc_weight 0.4000, disc_adaptive_weight 5.0766, d_loss 0.4003, logits_real -0.0028, logits_fake -0.0023,
Train Epoch: [2/5] Iters:[16810/20018] gen_loss 0.2104, rec_loss 0.0265, lpips_loss 0.1743, g_loss 0.0019, disc_weight 0.4000, disc_adaptive_weight 5.1407, d_loss 0.4003, logits_real -0.0025, logits_fake -0.0021,
Train Epoch: [2/5] Iters:[16820/20018] gen_loss 0.2112, rec_loss 0.0271, lpips_loss 0.1756, g_loss 0.0017, disc_weight 0.4000, disc_adaptive_weight 5.0311, d_loss 0.4003, logits_real -0.0021, logits_fake -0.0019,
Train Epoch: [2/5] Iters:[16830/20018] gen_loss 0.2096, rec_loss 0.0271, lpips_loss 0.1743, g_loss 0.0016, disc_weight 0.4000, disc_adaptive_weight 5.0717, d_loss 0.4003, logits_real -0.0021, logits_fake -0.0017,
Train Epoch: [2/5] Iters:[16840/20018] gen_loss 0.2093, rec_loss 0.0272, lpips_loss 0.1743, g_loss 0.0014, disc_weight 0.4000, disc_adaptive_weight 5.2043, d_loss 0.4003, logits_real -0.0020, logits_fake -0.0017,
Train Epoch: [2/5] Iters:[16850/20018] gen_loss 0.2093, rec_loss 0.0271, lpips_loss 0.1744, g_loss 0.0015, disc_weight 0.4000, disc_adaptive_weight 5.2133, d_loss 0.4003, logits_real -0.0020, logits_fake -0.0016,
Train Epoch: [2/5] Iters:[16860/20018] gen_loss 0.2101, rec_loss 0.0271, lpips_loss 0.1746, g_loss 0.0016, disc_weight 0.4000, disc_adaptive_weight 5.2487, d_loss 0.4004, logits_real -0.0021, logits_fake -0.0015,
Train Epoch: [2/5] Iters:[16870/20018] gen_loss 0.2114, rec_loss 0.0269, lpips_loss 0.1743, g_loss 0.0018, disc_weight 0.4000, disc_adaptive_weight 5.3894, d_loss 0.4004, logits_real -0.0024, logits_fake -0.0018,
Train Epoch: [2/5] Iters:[16880/20018] gen_loss 0.2142, rec_loss 0.0273, lpips_loss 0.1760, g_loss 0.0021, disc_weight 0.4000, disc_adaptive_weight 5.1441, d_loss 0.4004, logits_real -0.0027, logits_fake -0.0020,
Train Epoch: [2/5] Iters:[16890/20018] gen_loss 0.2167, rec_loss 0.0273, lpips_loss 0.1774, g_loss 0.0024, disc_weight 0.4000, disc_adaptive_weight 4.9713, d_loss 0.4004, logits_real -0.0029, logits_fake -0.0022,
Train Epoch: [2/5] Iters:[16900/20018] gen_loss 0.2167, rec_loss 0.0269, lpips_loss 0.1765, g_loss 0.0026, disc_weight 0.4000, disc_adaptive_weight 4.9802, d_loss 0.4004, logits_real -0.0031, logits_fake -0.0024,
Train Epoch: [2/5] Iters:[16910/20018] gen_loss 0.2164, rec_loss 0.0266, lpips_loss 0.1763, g_loss 0.0028, disc_weight 0.4000, disc_adaptive_weight 4.7033, d_loss 0.4003, logits_real -0.0032, logits_fake -0.0027,
Train Epoch: [2/5] Iters:[16920/20018] gen_loss 0.2148, rec_loss 0.0262, lpips_loss 0.1756, g_loss 0.0027, disc_weight 0.4000, disc_adaptive_weight 4.5906, d_loss 0.4003, logits_real -0.0032, logits_fake -0.0028,
Train Epoch: [2/5] Iters:[16930/20018] gen_loss 0.2154, rec_loss 0.0260, lpips_loss 0.1753, g_loss 0.0029, disc_weight 0.4000, disc_adaptive_weight 4.8175, d_loss 0.4003, logits_real -0.0032, logits_fake -0.0028,
Train Epoch: [2/5] Iters:[16940/20018] gen_loss 0.2153, rec_loss 0.0262, lpips_loss 0.1753, g_loss 0.0029, disc_weight 0.4000, disc_adaptive_weight 4.7196, d_loss 0.4003, logits_real -0.0033, logits_fake -0.0029,
Train Epoch: [2/5] Iters:[16950/20018] gen_loss 0.2155, rec_loss 0.0268, lpips_loss 0.1761, g_loss 0.0026, disc_weight 0.4000, disc_adaptive_weight 4.8011, d_loss 0.4003, logits_real -0.0029, logits_fake -0.0028,
Train Epoch: [2/5] Iters:[16960/20018] gen_loss 0.2152, rec_loss 0.0268, lpips_loss 0.1757, g_loss 0.0025, disc_weight 0.4000, disc_adaptive_weight 4.9575, d_loss 0.4003, logits_real -0.0029, logits_fake -0.0026,
Train Epoch: [2/5] Iters:[16970/20018] gen_loss 0.2165, rec_loss 0.0269, lpips_loss 0.1761, g_loss 0.0026, disc_weight 0.4000, disc_adaptive_weight 5.0118, d_loss 0.4003, logits_real -0.0029, logits_fake -0.0025,
Train Epoch: [2/5] Iters:[16980/20018] gen_loss 0.2176, rec_loss 0.0271, lpips_loss 0.1761, g_loss 0.0028, disc_weight 0.4000, disc_adaptive_weight 5.0586, d_loss 0.4003, logits_real -0.0031, logits_fake -0.0028,
Train Epoch: [2/5] Iters:[16990/20018] gen_loss 0.2177, rec_loss 0.0271, lpips_loss 0.1750, g_loss 0.0029, disc_weight 0.4000, disc_adaptive_weight 5.2796, d_loss 0.4003, logits_real -0.0033, logits_fake -0.0028,
Train Epoch: [2/5] Iters:[17000/20018] gen_loss 0.2191, rec_loss 0.0268, lpips_loss 0.1745, g_loss 0.0034, disc_weight 0.4000, disc_adaptive_weight 5.1147, d_loss 0.4004, logits_real -0.0038, logits_fake -0.0032,
Train Epoch: [2/5] Iters:[17010/20018] gen_loss 0.2194, rec_loss 0.0273, lpips_loss 0.1745, g_loss 0.0033, disc_weight 0.4000, disc_adaptive_weight 5.1340, d_loss 0.4003, logits_real -0.0038, logits_fake -0.0034,
Train Epoch: [2/5] Iters:[17020/20018] gen_loss 0.2196, rec_loss 0.0271, lpips_loss 0.1743, g_loss 0.0034, disc_weight 0.4000, disc_adaptive_weight 5.1654, d_loss 0.4003, logits_real -0.0040, logits_fake -0.0036,
Train Epoch: [2/5] Iters:[17030/20018] gen_loss 0.2191, rec_loss 0.0272, lpips_loss 0.1754, g_loss 0.0033, disc_weight 0.4000, disc_adaptive_weight 4.9065, d_loss 0.4003, logits_real -0.0040, logits_fake -0.0035,
Train Epoch: [2/5] Iters:[17040/20018] gen_loss 0.2187, rec_loss 0.0276, lpips_loss 0.1770, g_loss 0.0030, disc_weight 0.4000, disc_adaptive_weight 4.5975, d_loss 0.4003, logits_real -0.0037, logits_fake -0.0033,
Train Epoch: [2/5] Iters:[17050/20018] gen_loss 0.2186, rec_loss 0.0278, lpips_loss 0.1775, g_loss 0.0028, disc_weight 0.4000, disc_adaptive_weight 4.6223, d_loss 0.4003, logits_real -0.0035, logits_fake -0.0032,
Train Epoch: [2/5] Iters:[17060/20018] gen_loss 0.2196, rec_loss 0.0275, lpips_loss 0.1781, g_loss 0.0030, disc_weight 0.4000, disc_adaptive_weight 4.5964, d_loss 0.4003, logits_real -0.0035, logits_fake -0.0030,
Train Epoch: [2/5] Iters:[17070/20018] gen_loss 0.2198, rec_loss 0.0276, lpips_loss 0.1789, g_loss 0.0030, disc_weight 0.4000, disc_adaptive_weight 4.4873, d_loss 0.4003, logits_real -0.0034, logits_fake -0.0030,
Train Epoch: [2/5] Iters:[17080/20018] gen_loss 0.2193, rec_loss 0.0272, lpips_loss 0.1782, g_loss 0.0029, disc_weight 0.4000, disc_adaptive_weight 4.7599, d_loss 0.4003, logits_real -0.0032, logits_fake -0.0027,
Train Epoch: [2/5] Iters:[17090/20018] gen_loss 0.2180, rec_loss 0.0263, lpips_loss 0.1767, g_loss 0.0031, disc_weight 0.4000, disc_adaptive_weight 4.8918, d_loss 0.4003, logits_real -0.0033, logits_fake -0.0030,
Train Epoch: [2/5] Iters:[17100/20018] gen_loss 0.2175, rec_loss 0.0259, lpips_loss 0.1767, g_loss 0.0030, disc_weight 0.4000, disc_adaptive_weight 4.9401, d_loss 0.4003, logits_real -0.0033, logits_fake -0.0029,
Train Epoch: [2/5] Iters:[17110/20018] gen_loss 0.2175, rec_loss 0.0260, lpips_loss 0.1767, g_loss 0.0031, disc_weight 0.4000, disc_adaptive_weight 4.8194, d_loss 0.4003, logits_real -0.0035, logits_fake -0.0032,
Train Epoch: [2/5] Iters:[17120/20018] gen_loss 0.2183, rec_loss 0.0263, lpips_loss 0.1770, g_loss 0.0030, disc_weight 0.4000, disc_adaptive_weight 4.8843, d_loss 0.4003, logits_real -0.0034, logits_fake -0.0032,
Train Epoch: [2/5] Iters:[17130/20018] gen_loss 0.2192, rec_loss 0.0270, lpips_loss 0.1773, g_loss 0.0031, disc_weight 0.4000, disc_adaptive_weight 4.7947, d_loss 0.4003, logits_real -0.0035, logits_fake -0.0032,
Train Epoch: [2/5] Iters:[17140/20018] gen_loss 0.2209, rec_loss 0.0272, lpips_loss 0.1774, g_loss 0.0033, disc_weight 0.4000, disc_adaptive_weight 4.8829, d_loss 0.4003, logits_real -0.0035, logits_fake -0.0032,
Train Epoch: [2/5] Iters:[17150/20018] gen_loss 0.2234, rec_loss 0.0273, lpips_loss 0.1775, g_loss 0.0036, disc_weight 0.4000, disc_adaptive_weight 4.9760, d_loss 0.4003, logits_real -0.0038, logits_fake -0.0035,
Train Epoch: [2/5] Iters:[17160/20018] gen_loss 0.2241, rec_loss 0.0271, lpips_loss 0.1773, g_loss 0.0038, disc_weight 0.4000, disc_adaptive_weight 5.0959, d_loss 0.4003, logits_real -0.0040, logits_fake -0.0036,
Train Epoch: [2/5] Iters:[17170/20018] gen_loss 0.2242, rec_loss 0.0271, lpips_loss 0.1768, g_loss 0.0038, disc_weight 0.4000, disc_adaptive_weight 5.3265, d_loss 0.4003, logits_real -0.0041, logits_fake -0.0036,
Train Epoch: [2/5] Iters:[17180/20018] gen_loss 0.2229, rec_loss 0.0267, lpips_loss 0.1760, g_loss 0.0039, disc_weight 0.4000, disc_adaptive_weight 5.1640, d_loss 0.4003, logits_real -0.0043, logits_fake -0.0040,
Train Epoch: [2/5] Iters:[17190/20018] gen_loss 0.2234, rec_loss 0.0268, lpips_loss 0.1766, g_loss 0.0039, disc_weight 0.4000, disc_adaptive_weight 5.1293, d_loss 0.4003, logits_real -0.0041, logits_fake -0.0041,
Train Epoch: [2/5] Iters:[17200/20018] gen_loss 0.2201, rec_loss 0.0266, lpips_loss 0.1759, g_loss 0.0035, disc_weight 0.4000, disc_adaptive_weight 4.9877, d_loss 0.4003, logits_real -0.0040, logits_fake -0.0038,
Train Epoch: [2/5] Iters:[17210/20018] gen_loss 0.2187, rec_loss 0.0266, lpips_loss 0.1755, g_loss 0.0034, disc_weight 0.4000, disc_adaptive_weight 4.8181, d_loss 0.4003, logits_real -0.0037, logits_fake -0.0036,
Train Epoch: [2/5] Iters:[17220/20018] gen_loss 0.2158, rec_loss 0.0261, lpips_loss 0.1746, g_loss 0.0034, disc_weight 0.4000, disc_adaptive_weight 4.3715, d_loss 0.4003, logits_real -0.0036, logits_fake -0.0034,
Train Epoch: [2/5] Iters:[17230/20018] gen_loss 0.2169, rec_loss 0.0263, lpips_loss 0.1751, g_loss 0.0034, disc_weight 0.4000, disc_adaptive_weight 4.4013, d_loss 0.4003, logits_real -0.0034, logits_fake -0.0031,
Train Epoch: [2/5] Iters:[17240/20018] gen_loss 0.2156, rec_loss 0.0260, lpips_loss 0.1742, g_loss 0.0035, disc_weight 0.4000, disc_adaptive_weight 4.3012, d_loss 0.4003, logits_real -0.0036, logits_fake -0.0032,
Train Epoch: [2/5] Iters:[17250/20018] gen_loss 0.2166, rec_loss 0.0259, lpips_loss 0.1744, g_loss 0.0039, disc_weight 0.4000, disc_adaptive_weight 4.1497, d_loss 0.4003, logits_real -0.0038, logits_fake -0.0035,
Train Epoch: [2/5] Iters:[17260/20018] gen_loss 0.2188, rec_loss 0.0258, lpips_loss 0.1743, g_loss 0.0042, disc_weight 0.4000, disc_adaptive_weight 4.4044, d_loss 0.4003, logits_real -0.0041, logits_fake -0.0039,
Train Epoch: [2/5] Iters:[17270/20018] gen_loss 0.2205, rec_loss 0.0258, lpips_loss 0.1745, g_loss 0.0045, disc_weight 0.4000, disc_adaptive_weight 4.4383, d_loss 0.4003, logits_real -0.0045, logits_fake -0.0043,
Train Epoch: [2/5] Iters:[17280/20018] gen_loss 0.2213, rec_loss 0.0261, lpips_loss 0.1751, g_loss 0.0045, disc_weight 0.4000, disc_adaptive_weight 4.4856, d_loss 0.4002, logits_real -0.0045, logits_fake -0.0045,
Train Epoch: [2/5] Iters:[17290/20018] gen_loss 0.2233, rec_loss 0.0264, lpips_loss 0.1762, g_loss 0.0044, disc_weight 0.4000, disc_adaptive_weight 4.6930, d_loss 0.4002, logits_real -0.0043, logits_fake -0.0043,
Train Epoch: [2/5] Iters:[17300/20018] gen_loss 0.2238, rec_loss 0.0269, lpips_loss 0.1766, g_loss 0.0043, disc_weight 0.4000, disc_adaptive_weight 4.6647, d_loss 0.4002, logits_real -0.0042, logits_fake -0.0042,
Train Epoch: [2/5] Iters:[17310/20018] gen_loss 0.2230, rec_loss 0.0268, lpips_loss 0.1770, g_loss 0.0042, disc_weight 0.4000, disc_adaptive_weight 4.5128, d_loss 0.4002, logits_real -0.0042, logits_fake -0.0043,
Train Epoch: [2/5] Iters:[17320/20018] gen_loss 0.2237, rec_loss 0.0275, lpips_loss 0.1774, g_loss 0.0041, disc_weight 0.4000, disc_adaptive_weight 4.5695, d_loss 0.4002, logits_real -0.0041, logits_fake -0.0042,
Train Epoch: [2/5] Iters:[17330/20018] gen_loss 0.2259, rec_loss 0.0277, lpips_loss 0.1767, g_loss 0.0043, disc_weight 0.4000, disc_adaptive_weight 4.9529, d_loss 0.4003, logits_real -0.0044, logits_fake -0.0042,
Train Epoch: [2/5] Iters:[17340/20018] gen_loss 0.2244, rec_loss 0.0276, lpips_loss 0.1758, g_loss 0.0042, disc_weight 0.4000, disc_adaptive_weight 4.8390, d_loss 0.4003, logits_real -0.0046, logits_fake -0.0043,
Train Epoch: [2/5] Iters:[17350/20018] gen_loss 0.2258, rec_loss 0.0273, lpips_loss 0.1755, g_loss 0.0043, disc_weight 0.4000, disc_adaptive_weight 5.2809, d_loss 0.4003, logits_real -0.0049, logits_fake -0.0044,
Train Epoch: [2/5] Iters:[17360/20018] gen_loss 0.2272, rec_loss 0.0281, lpips_loss 0.1760, g_loss 0.0041, disc_weight 0.4000, disc_adaptive_weight 5.4596, d_loss 0.4003, logits_real -0.0048, logits_fake -0.0043,
Train Epoch: [2/5] Iters:[17370/20018] gen_loss 0.2270, rec_loss 0.0280, lpips_loss 0.1760, g_loss 0.0040, disc_weight 0.4000, disc_adaptive_weight 5.5427, d_loss 0.4003, logits_real -0.0046, logits_fake -0.0041,
Train Epoch: [2/5] Iters:[17380/20018] gen_loss 0.2230, rec_loss 0.0275, lpips_loss 0.1763, g_loss 0.0036, disc_weight 0.4000, disc_adaptive_weight 5.0814, d_loss 0.4003, logits_real -0.0042, logits_fake -0.0038,
Train Epoch: [2/5] Iters:[17390/20018] gen_loss 0.2225, rec_loss 0.0274, lpips_loss 0.1768, g_loss 0.0035, disc_weight 0.4000, disc_adaptive_weight 5.0499, d_loss 0.4003, logits_real -0.0040, logits_fake -0.0035,
Train Epoch: [2/5] Iters:[17400/20018] gen_loss 0.2203, rec_loss 0.0276, lpips_loss 0.1770, g_loss 0.0031, disc_weight 0.4000, disc_adaptive_weight 4.8762, d_loss 0.4003, logits_real -0.0034, logits_fake -0.0030,
Train Epoch: [2/5] Iters:[17410/20018] gen_loss 0.2156, rec_loss 0.0268, lpips_loss 0.1764, g_loss 0.0025, disc_weight 0.4000, disc_adaptive_weight 4.7834, d_loss 0.4003, logits_real -0.0030, logits_fake -0.0026,
Train Epoch: [2/5] Iters:[17420/20018] gen_loss 0.2121, rec_loss 0.0265, lpips_loss 0.1761, g_loss 0.0020, disc_weight 0.4000, disc_adaptive_weight 4.6623, d_loss 0.4004, logits_real -0.0027, logits_fake -0.0021,
Train Epoch: [2/5] Iters:[17430/20018] gen_loss 0.2096, rec_loss 0.0267, lpips_loss 0.1758, g_loss 0.0014, disc_weight 0.4000, disc_adaptive_weight 4.7753, d_loss 0.4004, logits_real -0.0022, logits_fake -0.0015,
Train Epoch: [2/5] Iters:[17440/20018] gen_loss 0.2068, rec_loss 0.0265, lpips_loss 0.1745, g_loss 0.0011, disc_weight 0.4000, disc_adaptive_weight 4.8758, d_loss 0.4004, logits_real -0.0020, logits_fake -0.0013,
Train Epoch: [2/5] Iters:[17450/20018] gen_loss 0.2052, rec_loss 0.0262, lpips_loss 0.1749, g_loss 0.0008, disc_weight 0.4000, disc_adaptive_weight 4.7788, d_loss 0.4004, logits_real -0.0018, logits_fake -0.0009,
Train Epoch: [2/5] Iters:[17460/20018] gen_loss 0.2052, rec_loss 0.0262, lpips_loss 0.1749, g_loss 0.0008, disc_weight 0.4000, disc_adaptive_weight 4.7408, d_loss 0.4004, logits_real -0.0015, logits_fake -0.0007,
Train Epoch: [2/5] Iters:[17470/20018] gen_loss 0.2053, rec_loss 0.0260, lpips_loss 0.1752, g_loss 0.0008, disc_weight 0.4000, disc_adaptive_weight 4.8678, d_loss 0.4003, logits_real -0.0013, logits_fake -0.0007,
Train Epoch: [2/5] Iters:[17480/20018] gen_loss 0.2039, rec_loss 0.0254, lpips_loss 0.1743, g_loss 0.0008, disc_weight 0.4000, disc_adaptive_weight 4.9081, d_loss 0.4003, logits_real -0.0012, logits_fake -0.0008,
Train Epoch: [2/5] Iters:[17490/20018] gen_loss 0.2043, rec_loss 0.0258, lpips_loss 0.1756, g_loss 0.0006, disc_weight 0.4000, disc_adaptive_weight 4.7289, d_loss 0.4003, logits_real -0.0010, logits_fake -0.0006,
Train Epoch: [2/5] Iters:[17500/20018] gen_loss 0.2038, rec_loss 0.0258, lpips_loss 0.1752, g_loss 0.0005, disc_weight 0.4000, disc_adaptive_weight 4.9933, d_loss 0.4002, logits_real -0.0007, logits_fake -0.0007,
Train Epoch: [2/5] Iters:[17510/20018] gen_loss 0.2044, rec_loss 0.0260, lpips_loss 0.1746, g_loss 0.0007, disc_weight 0.4000, disc_adaptive_weight 5.0037, d_loss 0.4003, logits_real -0.0009, logits_fake -0.0007,
Train Epoch: [2/5] Iters:[17520/20018] gen_loss 0.2059, rec_loss 0.0263, lpips_loss 0.1752, g_loss 0.0009, disc_weight 0.4000, disc_adaptive_weight 4.7868, d_loss 0.4003, logits_real -0.0011, logits_fake -0.0009,
Train Epoch: [2/5] Iters:[17530/20018] gen_loss 0.2072, rec_loss 0.0264, lpips_loss 0.1750, g_loss 0.0011, disc_weight 0.4000, disc_adaptive_weight 4.8775, d_loss 0.4003, logits_real -0.0013, logits_fake -0.0009,
Train Epoch: [2/5] Iters:[17540/20018] gen_loss 0.2068, rec_loss 0.0259, lpips_loss 0.1738, g_loss 0.0014, disc_weight 0.4000, disc_adaptive_weight 4.9142, d_loss 0.4003, logits_real -0.0016, logits_fake -0.0012,
Train Epoch: [2/5] Iters:[17550/20018] gen_loss 0.2075, rec_loss 0.0263, lpips_loss 0.1739, g_loss 0.0015, disc_weight 0.4000, disc_adaptive_weight 4.5920, d_loss 0.4003, logits_real -0.0018, logits_fake -0.0013,
Train Epoch: [2/5] Iters:[17560/20018] gen_loss 0.2073, rec_loss 0.0255, lpips_loss 0.1738, g_loss 0.0017, disc_weight 0.4000, disc_adaptive_weight 4.5571, d_loss 0.4003, logits_real -0.0019, logits_fake -0.0015,
Train Epoch: [2/5] Iters:[17570/20018] gen_loss 0.2081, rec_loss 0.0254, lpips_loss 0.1735, g_loss 0.0018, disc_weight 0.4000, disc_adaptive_weight 4.8651, d_loss 0.4003, logits_real -0.0020, logits_fake -0.0016,
Train Epoch: [2/5] Iters:[17580/20018] gen_loss 0.2075, rec_loss 0.0255, lpips_loss 0.1737, g_loss 0.0017, disc_weight 0.4000, disc_adaptive_weight 4.6135, d_loss 0.4003, logits_real -0.0020, logits_fake -0.0016,
Train Epoch: [2/5] Iters:[17590/20018] gen_loss 0.2089, rec_loss 0.0259, lpips_loss 0.1750, g_loss 0.0017, disc_weight 0.4000, disc_adaptive_weight 4.6522, d_loss 0.4003, logits_real -0.0019, logits_fake -0.0016,
Train Epoch: [2/5] Iters:[17600/20018] gen_loss 0.2086, rec_loss 0.0253, lpips_loss 0.1750, g_loss 0.0018, disc_weight 0.4000, disc_adaptive_weight 4.6475, d_loss 0.4003, logits_real -0.0020, logits_fake -0.0017,
Train Epoch: [2/5] Iters:[17610/20018] gen_loss 0.2088, rec_loss 0.0258, lpips_loss 0.1752, g_loss 0.0017, disc_weight 0.4000, disc_adaptive_weight 4.6387, d_loss 0.4003, logits_real -0.0020, logits_fake -0.0017,
Train Epoch: [2/5] Iters:[17620/20018] gen_loss 0.2078, rec_loss 0.0262, lpips_loss 0.1749, g_loss 0.0014, disc_weight 0.4000, disc_adaptive_weight 4.7216, d_loss 0.4003, logits_real -0.0018, logits_fake -0.0014,
Train Epoch: [2/5] Iters:[17630/20018] gen_loss 0.2093, rec_loss 0.0269, lpips_loss 0.1760, g_loss 0.0013, disc_weight 0.4000, disc_adaptive_weight 4.9032, d_loss 0.4003, logits_real -0.0019, logits_fake -0.0013,
Train Epoch: [2/5] Iters:[17640/20018] gen_loss 0.2099, rec_loss 0.0270, lpips_loss 0.1762, g_loss 0.0013, disc_weight 0.4000, disc_adaptive_weight 5.0203, d_loss 0.4003, logits_real -0.0018, logits_fake -0.0012,
Train Epoch: [2/5] Iters:[17650/20018] gen_loss 0.2099, rec_loss 0.0273, lpips_loss 0.1764, g_loss 0.0012, disc_weight 0.4000, disc_adaptive_weight 5.0049, d_loss 0.4004, logits_real -0.0018, logits_fake -0.0011,
Train Epoch: [2/5] Iters:[17660/20018] gen_loss 0.2093, rec_loss 0.0275, lpips_loss 0.1765, g_loss 0.0010, disc_weight 0.4000, disc_adaptive_weight 4.9953, d_loss 0.4004, logits_real -0.0015, logits_fake -0.0008,
Train Epoch: [2/5] Iters:[17670/20018] gen_loss 0.2073, rec_loss 0.0267, lpips_loss 0.1759, g_loss 0.0010, disc_weight 0.4000, disc_adaptive_weight 4.7577, d_loss 0.4004, logits_real -0.0015, logits_fake -0.0009,
Train Epoch: [2/5] Iters:[17680/20018] gen_loss 0.2055, rec_loss 0.0261, lpips_loss 0.1752, g_loss 0.0009, disc_weight 0.4000, disc_adaptive_weight 4.7462, d_loss 0.4003, logits_real -0.0013, logits_fake -0.0008,
Train Epoch: [2/5] Iters:[17690/20018] gen_loss 0.2051, rec_loss 0.0257, lpips_loss 0.1751, g_loss 0.0010, disc_weight 0.4000, disc_adaptive_weight 4.5839, d_loss 0.4003, logits_real -0.0015, logits_fake -0.0009,
Train Epoch: [2/5] Iters:[17700/20018] gen_loss 0.2070, rec_loss 0.0257, lpips_loss 0.1747, g_loss 0.0013, disc_weight 0.4000, disc_adaptive_weight 4.7067, d_loss 0.4003, logits_real -0.0015, logits_fake -0.0013,
Train Epoch: [2/5] Iters:[17710/20018] gen_loss 0.2097, rec_loss 0.0257, lpips_loss 0.1757, g_loss 0.0016, disc_weight 0.4000, disc_adaptive_weight 4.8820, d_loss 0.4003, logits_real -0.0020, logits_fake -0.0015,
Train Epoch: [2/5] Iters:[17720/20018] gen_loss 0.2107, rec_loss 0.0263, lpips_loss 0.1754, g_loss 0.0018, disc_weight 0.4000, disc_adaptive_weight 4.9926, d_loss 0.4003, logits_real -0.0021, logits_fake -0.0016,
Train Epoch: [2/5] Iters:[17730/20018] gen_loss 0.2143, rec_loss 0.0270, lpips_loss 0.1768, g_loss 0.0020, disc_weight 0.4000, disc_adaptive_weight 5.0021, d_loss 0.4003, logits_real -0.0023, logits_fake -0.0020,
Train Epoch: [2/5] Iters:[17740/20018] gen_loss 0.2139, rec_loss 0.0270, lpips_loss 0.1756, g_loss 0.0021, disc_weight 0.4000, disc_adaptive_weight 5.1701, d_loss 0.4003, logits_real -0.0024, logits_fake -0.0021,
Train Epoch: [2/5] Iters:[17750/20018] gen_loss 0.2121, rec_loss 0.0270, lpips_loss 0.1752, g_loss 0.0019, disc_weight 0.4000, disc_adaptive_weight 5.1512, d_loss 0.4003, logits_real -0.0023, logits_fake -0.0019,
Train Epoch: [2/5] Iters:[17760/20018] gen_loss 0.2095, rec_loss 0.0267, lpips_loss 0.1736, g_loss 0.0019, disc_weight 0.4000, disc_adaptive_weight 4.9667, d_loss 0.4003, logits_real -0.0022, logits_fake -0.0020,
Train Epoch: [2/5] Iters:[17770/20018] gen_loss 0.2102, rec_loss 0.0263, lpips_loss 0.1747, g_loss 0.0019, disc_weight 0.4000, disc_adaptive_weight 4.8870, d_loss 0.4003, logits_real -0.0022, logits_fake -0.0019,
Train Epoch: [2/5] Iters:[17780/20018] gen_loss 0.2090, rec_loss 0.0260, lpips_loss 0.1745, g_loss 0.0018, disc_weight 0.4000, disc_adaptive_weight 4.8033, d_loss 0.4003, logits_real -0.0020, logits_fake -0.0017,
Train Epoch: [2/5] Iters:[17790/20018] gen_loss 0.2079, rec_loss 0.0258, lpips_loss 0.1748, g_loss 0.0015, disc_weight 0.4000, disc_adaptive_weight 4.7424, d_loss 0.4003, logits_real -0.0019, logits_fake -0.0015,
